rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
1,108,val_r2,0.37488744656244916,0.21869605356048435,3,256,1,0.3,0.001,1e-05,16,9,60
2,242,val_r2,0.36622647444407147,0.23466733797343434,3,256,1,0.5,0.001,0.0,32,9,60
3,229,val_r2,0.3601662317911784,0.26859492125368783,3,128,1,0.3,0.001,0.0,16,12,60
4,181,val_r2,0.35789424180984497,0.24272649981885813,3,64,1,0.5,0.001,1e-05,32,12,60
5,107,val_r2,0.3558451533317566,0.27158150319967866,3,256,1,0.0,0.0005,0.0,16,12,60
6,76,val_r2,0.35468993584314984,0.2938202586128627,3,256,1,0.1,0.001,0.0,64,12,60
7,98,val_r2,0.3543127377827962,0.2818318544654962,3,256,1,0.0,0.001,0.0,64,12,60
8,239,val_r2,0.3522571921348572,0.2441608552680445,3,256,1,0.5,0.0003,0.0001,16,9,60
9,235,val_r2,0.3511774142583211,0.28287735685017684,3,128,1,0.0,0.001,0.0,32,12,60
10,184,val_r2,0.3505535125732422,0.2679525401698399,3,128,1,0.1,0.001,0.0001,32,9,60
11,248,val_r2,0.35053008794784546,0.22927496854558055,3,128,1,0.5,0.0003,1e-05,32,9,60
12,197,val_r2,0.34664414326349896,0.2747771449052077,3,256,1,0.0,0.001,0.0001,64,9,60
13,73,val_r2,0.34439998865127563,0.29164702420104427,3,256,1,0.3,0.0003,0.0001,32,12,60
14,136,val_r2,0.34259265661239624,0.22294825116124356,3,64,1,0.3,0.001,0.0,32,9,60
15,225,val_r2,0.3413581649462382,0.24004341419933517,3,256,2,0.1,0.001,0.0,32,9,60
16,33,val_r2,0.34128499031066895,0.231525499940887,3,128,1,0.1,0.001,0.0,32,6,60
17,166,val_r2,0.34085830052693683,0.2542130475851973,3,128,2,0.3,0.0003,1e-05,16,9,60
18,185,val_r2,0.33942999442418414,0.23671817418138727,3,32,1,0.0,0.001,1e-05,32,9,60
19,249,val_r2,0.3387826681137085,0.25611534773732186,3,128,1,0.1,0.001,1e-05,32,9,60
20,4,val_r2,0.3386513590812683,0.2679907378994812,3,256,2,0.0,0.001,1e-05,32,9,60
21,11,val_r2,0.3384445707003276,0.272160477858477,3,256,1,0.1,0.0003,1e-05,64,12,60
22,168,val_r2,0.3382456302642822,0.273978664119113,3,128,2,0.0,0.001,0.0,64,9,60
23,151,val_r2,0.3363647659619649,0.250683719224158,3,128,1,0.3,0.0003,0.0001,32,12,60
24,27,val_r2,0.33616524934768677,0.2865006298396934,3,256,1,0.5,0.001,1e-05,64,9,60
25,240,val_r2,0.33601973454157513,0.28888571091962084,3,256,1,0.3,0.001,1e-05,64,12,60
26,220,val_r2,0.33571529388427734,0.24736297075603245,3,128,1,0.3,0.0005,0.0001,16,9,60
27,115,val_r2,0.33546332518259686,0.2517547645407384,3,256,2,0.1,0.0005,0.0001,16,9,60
28,29,val_r2,0.33284642299016315,0.2633719415894605,3,256,1,0.3,0.0003,1e-05,16,9,60
29,101,val_r2,0.33200615644454956,0.2566694571902633,3,256,1,0.5,0.0003,1e-05,64,9,60
30,161,val_r2,0.33146456877390545,0.2631693286241181,3,128,1,0.0,0.001,0.0,16,9,60
31,17,val_r2,0.33061649401982623,0.2621296042119104,3,32,1,0.1,0.001,0.0001,32,9,60
32,9,val_r2,0.33021525541941327,0.2483602487680815,3,256,1,0.5,0.0001,0.0001,16,9,60
33,78,val_r2,0.329981525739034,0.286961450023946,3,256,2,0.1,0.0005,0.0,64,9,60
34,252,val_r2,0.3291237950325012,0.27624173903640276,3,64,1,0.0,0.0003,0.0,16,12,60
35,106,val_r2,0.32811135053634644,0.22295834380899165,3,64,1,0.3,0.001,0.0001,64,9,60
