rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
1,215,val_bss,0.1870311396911913,0.2324030549672584,3,64,1,0.1,0.001,0.0,64,12,60
2,46,val_bss,0.17221649637078354,0.21472909985191868,3,64,1,0.0,0.001,1e-05,64,12,60
3,133,val_bss,0.17198177177046572,0.24314187111008576,3,256,1,0.0,0.0005,1e-05,32,12,60
4,235,val_bss,0.17120867081362254,0.25373918685832747,3,128,1,0.0,0.001,0.0,32,12,60
5,4,val_bss,0.16960416021851696,0.2371099386308589,3,256,2,0.0,0.001,1e-05,32,9,60
6,32,val_bss,0.16889947095234192,0.1990461524580956,3,64,1,0.0,0.0005,1e-05,16,12,60
7,246,val_bss,0.16850004420639272,0.23032786678633824,3,64,2,0.3,0.001,1e-05,64,12,60
8,7,val_bss,0.16767087706321226,0.24869604501153258,3,64,1,0.0,0.0005,0.0001,32,12,60
9,98,val_bss,0.16594660982638695,0.22034572339528982,3,256,1,0.0,0.001,0.0,64,12,60
10,181,val_bss,0.1625969947969825,0.23336899611813783,3,64,1,0.5,0.001,1e-05,32,12,60
11,252,val_bss,0.15626990686478595,0.2353936774582636,3,64,1,0.0,0.0003,0.0,16,12,60
12,35,val_bss,0.15537823642844661,0.1959023144898742,3,64,1,0.3,0.0003,0.0,32,12,60
13,144,val_bss,0.15528389410210267,0.20961905991824792,3,128,1,0.0,0.001,0.0001,64,12,60
14,241,val_bss,0.15226262090118703,0.16677135869909163,3,32,2,0.5,0.0003,1e-05,32,9,60
15,182,val_bss,0.15070327860115237,0.22185733744564348,3,128,1,0.0,0.0005,0.0001,64,9,60
16,112,val_bss,0.15049951967558176,0.19702694954981556,3,64,2,0.0,0.0005,0.0,32,12,60
17,110,val_bss,0.1503947713347912,0.21552328477082436,3,64,1,0.0,0.0005,0.0,64,12,60
18,117,val_bss,0.14900687756777123,0.19248676143924334,3,64,1,0.0,0.0003,0.0001,16,12,60
19,214,val_bss,0.14866262270949773,0.21321973805107863,3,64,1,0.5,0.0003,1e-05,64,12,60
20,251,val_bss,0.1477852039772877,0.19776444833069745,3,64,1,0.1,0.0005,1e-05,64,9,60
21,171,val_bss,0.1466740107547855,0.13240084562195592,3,32,1,0.0,0.0005,0.0001,16,12,60
22,232,val_bss,0.14597388575510808,0.20648094167658085,3,64,1,0.3,0.001,0.0,32,12,60
23,194,val_bss,0.1429007545466108,0.21308915022850844,3,128,2,0.5,0.0003,0.0001,32,12,60
24,22,val_bss,0.14188437205041363,0.1868573612801272,3,128,1,0.5,0.001,1e-05,64,12,60
25,63,val_bss,0.14152879090716308,0.18220072945746704,3,64,2,0.3,0.0005,1e-05,16,12,60
26,217,val_bss,0.14114602746518579,0.2434422562248315,3,64,1,0.1,0.001,1e-05,32,12,60
27,163,val_bss,0.14081455919775485,0.1802016384524336,3,32,1,0.3,0.0005,1e-05,64,12,60
28,240,val_bss,0.14062933856982926,0.2205478456588962,3,256,1,0.3,0.001,1e-05,64,12,60
29,226,val_bss,0.14061864541890043,0.14649625432358893,3,32,2,0.0,0.0001,0.0,16,12,60
30,95,val_bss,0.1394300762863854,0.2261140264660885,3,256,1,0.0,0.0003,0.0,64,12,60
31,145,val_bss,0.1392320364073013,0.18032232325069758,3,128,2,0.3,0.001,1e-05,32,12,60
32,140,val_bss,0.13895432515369788,0.17240503394328965,3,128,2,0.0,0.0005,0.0001,16,12,60
33,206,val_bss,0.13806222397126977,0.20974912417234812,3,128,2,0.3,0.0003,0.0001,32,12,60
34,202,val_bss,0.13798421902126876,0.2065855725922404,3,128,2,0.0,0.0005,0.0001,32,9,60
35,74,val_bss,0.1376601560449121,0.12937869261694687,3,32,1,0.3,0.0003,1e-05,32,12,60
36,218,val_bss,0.13745484964600116,0.1579069210509937,3,32,1,0.5,0.001,0.0001,64,12,60
37,70,val_bss,0.13670169687765785,0.16219823200430575,3,64,2,0.1,0.0003,0.0001,32,12,60
38,122,val_bss,0.13545302721208421,0.21985045285755409,3,64,2,0.5,0.001,0.0001,32,12,60
